period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales,customers-units,price-units,revenue-units,sales-units
2021-12,MA,Massachusetts,IND,industrial,10784,15.93,82.3531,516.81874,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-12,MA,Massachusetts,COM,commercial,432989,17.74,325.69399,1835.86798,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-11,MA,Massachusetts,ALL,all sectors,3333038,19.13,747.65726,3909.236,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-11,MA,Massachusetts,TRA,transportation,2,6.52,1.62735,24.95863,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-11,MA,Massachusetts,RES,residential,2882731,23.33,336.65276,1442.96302,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-11,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-11,MA,Massachusetts,IND,industrial,10866,15.92,86.04764,540.56126,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-11,MA,Massachusetts,COM,commercial,439439,17.01,323.32952,1900.7531,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-10,MA,Massachusetts,ALL,all sectors,3235200,18.97,732.47443,3862.00295,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-10,MA,Massachusetts,TRA,transportation,2,6.84,1.65728,24.24456,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-10,MA,Massachusetts,RES,residential,2797367,22.48,322.29549,1434.00305,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-10,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-10,MA,Massachusetts,IND,industrial,10751,15.57,79.88171,513.01762,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-10,MA,Massachusetts,COM,commercial,427080,17.38,328.63996,1890.73772,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-09,MA,Massachusetts,RES,residential,2836148,23.44,441.38601,1882.68962,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-09,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-09,MA,Massachusetts,IND,industrial,10863,15.52,84.33221,543.37839,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-09,MA,Massachusetts,COM,commercial,432690,17.78,384.53149,2163.1563,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-09,MA,Massachusetts,ALL,all sectors,3279703,19.77,911.92163,4613.4321,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-09,MA,Massachusetts,TRA,transportation,2,6.91,1.67192,24.20779,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-08,MA,Massachusetts,IND,industrial,10891,15.57,90.186,579.35808,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-08,MA,Massachusetts,COM,commercial,434385,17.75,409.87928,2309.71501,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-08,MA,Massachusetts,ALL,all sectors,3294096,19.31,970.66541,5027.7841,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-08,MA,Massachusetts,TRA,transportation,2,6.51,1.68412,25.868,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-08,MA,Massachusetts,RES,residential,2848818,22.19,468.91602,2112.84302,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-08,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-07,MA,Massachusetts,ALL,all sectors,3292876,19.56,932.87256,4769.08633,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-07,MA,Massachusetts,TRA,transportation,2,6.31,1.60364,25.40095,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-07,MA,Massachusetts,RES,residential,2848102,22.88,456.97726,1997.10538,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-07,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-07,MA,Massachusetts,IND,industrial,10943,15.43,86.42579,560.23977,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-07,MA,Massachusetts,COM,commercial,433829,17.74,387.86586,2186.34022,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-06,MA,Massachusetts,ALL,all sectors,3304029,18.63,836.03138,4486.88811,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-06,MA,Massachusetts,TRA,transportation,2,6.55,1.58977,24.28658,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-06,MA,Massachusetts,RES,residential,2857354,22.2,387.55757,1745.85096,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-06,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-06,MA,Massachusetts,IND,industrial,10940,15.15,85.03567,561.16405,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-06,MA,Massachusetts,COM,commercial,435733,16.79,361.84838,2155.58653,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-05,MA,Massachusetts,TRA,transportation,2,6.02,1.43216,23.78822,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-05,MA,Massachusetts,RES,residential,2838078,22.69,302.66118,1333.82812,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-05,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-05,MA,Massachusetts,IND,industrial,10964,14.53,76.93233,529.47479,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-05,MA,Massachusetts,COM,commercial,433956,16.02,285.19522,1780.55742,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-05,MA,Massachusetts,ALL,all sectors,3283000,18.16,666.22089,3667.64854,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-04,MA,Massachusetts,COM,commercial,430382,15.7,282.80148,1801.86064,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-04,MA,Massachusetts,ALL,all sectors,3273570,18.38,684.10167,3721.45137,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-04,MA,Massachusetts,TRA,transportation,2,6.36,1.53698,24.17113,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-04,MA,Massachusetts,RES,residential,2832309,23.45,327.51977,1396.73322,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-04,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-04,MA,Massachusetts,IND,industrial,10877,14.49,72.24345,498.68638,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-03,MA,Massachusetts,ALL,all sectors,3294208,18.85,755.17329,4005.51515,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-03,MA,Massachusetts,TRA,transportation,2,6.44,1.81629,28.2114,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-03,MA,Massachusetts,RES,residential,2849917,23.08,367.55309,1592.50122,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-03,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-03,MA,Massachusetts,IND,industrial,10995,14.38,73.19414,508.99206,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-03,MA,Massachusetts,COM,commercial,433294,16.67,312.60977,1875.81047,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-02,MA,Massachusetts,ALL,all sectors,3254102,19.01,804.38831,4231.59187,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-02,MA,Massachusetts,TRA,transportation,2,7.04,2.06105,29.27319,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-02,MA,Massachusetts,RES,residential,2814272,22.67,406.68952,1793.69836,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-02,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-02,MA,Massachusetts,IND,industrial,10985,15.27,73.46661,481.24408,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-02,MA,Massachusetts,COM,commercial,428843,16.72,322.17113,1927.37624,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-01,MA,Massachusetts,ALL,all sectors,3275297,18.52,831.79997,4490.21846,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-01,MA,Massachusetts,TRA,transportation,2,6.24,1.92502,30.84416,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-01,MA,Massachusetts,RES,residential,2832085,22.3,432.93661,1941.77215,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-01,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-01,MA,Massachusetts,IND,industrial,10996,14.25,73.09197,512.8988,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2021-01,MA,Massachusetts,COM,commercial,432214,16.15,323.84637,2004.70335,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020-12,MA,Massachusetts,ALL,all sectors,3229358,17.96,763.69115,4253.06905,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020-12,MA,Massachusetts,TRA,transportation,2,6.66,1.9779,29.71715,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020-12,MA,Massachusetts,RES,residential,2801716,21.49,378.0898,1759.29767,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020-12,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020-12,MA,Massachusetts,IND,industrial,10766,14.34,75.80288,528.56445,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020-12,MA,Massachusetts,COM,commercial,416874,15.9,307.82057,1935.48978,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020-11,MA,Massachusetts,ALL,all sectors,3222539,17.69,660.19388,3732.42228,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020-11,MA,Massachusetts,TRA,transportation,2,5.69,1.45334,25.52668,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020-11,MA,Massachusetts,RES,residential,2801537,22.04,307.22691,1394.04,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020-11,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020-11,MA,Massachusetts,IND,industrial,10771,14.13,73.31182,518.89911,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020-11,MA,Massachusetts,COM,commercial,410229,15.51,278.20181,1793.95648,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020-10,MA,Massachusetts,COM,commercial,418955,15.85,292.57363,1845.64561,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020-10,MA,Massachusetts,ALL,all sectors,3259032,17.68,671.01231,3795.46225,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020-10,MA,Massachusetts,TRA,transportation,2,5.16,1.29555,25.13171,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020-10,MA,Massachusetts,RES,residential,2829170,21.5,305.2335,1419.44834,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020-10,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020-10,MA,Massachusetts,IND,industrial,10905,14.23,71.90963,505.23661,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020-09,MA,Massachusetts,ALL,all sectors,3237105,18.09,781.18307,4318.92772,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020-09,MA,Massachusetts,TRA,transportation,2,5.21,1.31313,25.22668,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020-09,MA,Massachusetts,RES,residential,2817839,21.45,378.67469,1765.08631,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020-09,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020-09,MA,Massachusetts,IND,industrial,10887,14.27,74.64843,523.2276,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020-09,MA,Massachusetts,COM,commercial,408377,16.28,326.54683,2005.38713,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020-08,MA,Massachusetts,IND,industrial,10921,14.66,83.05597,566.58525,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020-08,MA,Massachusetts,COM,commercial,409855,16.34,368.75178,2256.06089,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020-08,MA,Massachusetts,ALL,all sectors,3247233,18.49,960.82057,5196.30138,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020-08,MA,Massachusetts,TRA,transportation,2,5.6,1.49569,26.71627,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2020-08,MA,Massachusetts,RES,residential,2826455,21.62,507.51713,2346.93897,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
